Name,Codename,Cores,Brand,Socket,Process,Clock,Multi,Voltage,Cache L1/L2/L3,TDP,Released
Sempron 2200+,Thorton,1-Core,AMD,A,130 nm,1500 MHz,9.0x,1.6 V,128K / 256K / 0K,62W,Aug-04
Sempron 2300+,Barton,1-Core,AMD,A,130 nm,1583 MHz,9.5x,1.6 V,128K / 256K / 0K,62W,Jan-01
Sempron 2300+,Thoroughbred,1-Core,AMD,A,130 nm,1583 MHz,9.5x,1.6 V,128K / 256K / 0K,62W,Jul-04
Sempron 2400+,Barton,1-Core,AMD,A,130 nm,1667 MHz,10.0x,1.6 V,128K / 256K / 0K,62W,Jan-01
Sempron 2400+,Thorton,1-Core,AMD,A,130 nm,1667 MHz,10.0x,1.6 V,128K / 256K / 0K,62W,Aug-04
Sempron 2400+,Thoroughbred,1-Core,AMD,A,130 nm,1667 MHz,10.0x,1.6 V,128K / 256K / 0K,62W,Jul-04
Sempron 2500+,Palermo,1-Core,AMD,754,90 nm,1400 MHz,7.0x,1.4 V,128K / 256K / 0K,62W,Jul-05
Sempron 2500+,Barton,1-Core,AMD,A,130 nm,1750 MHz,10.5x,1.6 V,128K / 256K / 0K,62W,Jan-01
Sempron 2500+,Thoroughbred,1-Core,AMD,A,130 nm,1750 MHz,10.5x,1.6 V,128K / 256K / 0K,62W,Jul-04
Sempron 2600+,Palermo,1-Core,AMD,754,90 nm,1600 MHz,8.0x,1.4 V,128K / 128K / 0K,62W,Aug-04
Sempron 2600+,Barton,1-Core,AMD,A,130 nm,1833 MHz,11.0x,1.6 V,128K / 256K / 0K,62W,Jan-01
Sempron 2600+,Thoroughbred,1-Core,AMD,A,130 nm,1833 MHz,11.0x,1.6 V,128K / 256K / 0K,62W,Jul-04
Sempron 2800+,Manila,1-Core,AMD,AM2,90 nm,1600 MHz,8.0x,1.4 V,128K / 128K / 0K,62W,May-06
Sempron 2800+,Palermo,1-Core,AMD,754,90 nm,1600 MHz,8.0x,1.4 V,128K / 256K / 0K,62W,Aug-04
Sempron 2800+,Barton,1-Core,AMD,A,130 nm,2000 MHz,12.0x,1.6 V,128K / 256K / 0K,62W,Jan-01
Sempron 2800+,Thorton,1-Core,AMD,A,130 nm,1992 MHz,12.0x,1.6 V,128K / 256K / 0K,62W,Aug-04
Sempron 2800+,Thoroughbred,1-Core,AMD,A,130 nm,1992 MHz,12.0x,1.6 V,128K / 256K / 0K,62W,Jul-04
Sempron 3000+,Manila,1-Core,AMD,AM2,90 nm,1600 MHz,8.0x,1.4 V,128K / 256K / 0K,62W,May-06
Sempron 3000+,Palermo,1-Core,AMD,754,90 nm,1800 MHz,9.0x,1.4 V,128K / 256K / 0K,62W,Apr-05
Sempron 3000+,Barton,1-Core,AMD,A,130 nm,2000 MHz,12.0x,1.6 V,128K / 512K / 0K,62W,Sep-04
Sempron 3000+,Paris,1-Core,AMD,754,130 nm,1800 MHz,9.0x,1.4 V,128K / 128K / 0K,62W,Feb-05
Sempron 3000+,Palermo,1-Core,AMD,939,90 nm,1800 MHz,9.0x,1.4 V,128K / 128K / 0K,62W,Oct-05
Sempron 3000+ EE SFF,Manila,1-Core,AMD,AM2,90 nm,1600 MHz,8.0x,1.25 V,128K / 256K / 0K,35W,May-06
Sempron 3100+,Palermo,1-Core,AMD,754,90 nm,1800 MHz,9.0x,1.4 V,128K / 256K / 0K,62W,Apr-05
Sempron 3100+,Paris,1-Core,AMD,754,130 nm,1800 MHz,9.0x,1.4 V,128K / 256K / 0K,62W,Jul-04
Sempron 3200+,Manila,1-Core,AMD,AM2,90 nm,1800 MHz,9.0x,1.4 V,128K / 128K / 0K,62W,May-06
Sempron 3200+,Palermo,1-Core,AMD,939,90 nm,1800 MHz,9.0x,1.4 V,128K / 256K / 0K,62W,Oct-05
Sempron 3200+ EE SFF,Manila,1-Core,AMD,AM2,90 nm,1800 MHz,9.0x,1.25 V,128K / 128K / 0K,35W,May-06
Sempron 3300+,Palermo,1-Core,AMD,754,90 nm,2000 MHz,10.0x,1.4 V,128K / 256K / 0K,62W,Apr-05
Sempron 3300+,Barton,1-Core,AMD,A,130 nm,2200 MHz,11.0x,1.65 V,128K / 512K / 0K,62W,Jan-01
Sempron 3400+,Manila,1-Core,AMD,AM2,90 nm,1800 MHz,9.0x,1.4 V,128K / 256K / 0K,62W,May-06
Sempron 3400+,Palermo,1-Core,AMD,754,90 nm,2000 MHz,10.0x,1.4 V,128K / 256K / 0K,62W,Aug-05
Sempron 3400+,Palermo,1-Core,AMD,939,90 nm,2000 MHz,10.0x,1.4 V,128K / 128K / 0K,62W,Oct-05
Sempron 3400+ EE SFF,Manila,1-Core,AMD,AM2,90 nm,1800 MHz,9.0x,1.25 V,128K / 256K / 0K,35W,May-06
Sempron 3500+,Manila,1-Core,AMD,AM2,90 nm,2000 MHz,10.0x,1.4 V,128K / 128K / 0K,62W,May-06
Sempron 3500+,Palermo,1-Core,AMD,939,90 nm,2000 MHz,10.0x,1.4 V,128K / 256K / 0K,62W,Oct-05
Sempron 3500+ EE SFF,Manila,1-Core,AMD,AM2,90 nm,2000 MHz,10.0x,1.25 V,128K / 128K / 0K,35W,May-06
Sempron 3600+,Manila,1-Core,AMD,AM2,90 nm,2000 MHz,10.0x,1.4 V,128K / 256K / 0K,62W,May-06
Sempron 3800+,Manila,1-Core,AMD,AM2,90 nm,2200 MHz,11.0x,1.4 V,128K / 256K / 0K,62W,Oct-06
Sempron LE-1100,Sparta,1-Core,AMD,AM2,65 nm,1900 MHz,9.5x,1.35 V,128K / 256K / 0K,45W,Aug-07
Sempron LE-1150,Sparta,1-Core,AMD,AM2,65 nm,2000 MHz,10.0x,1.35 V,128K / 256K / 0K,45W,Aug-07
Sempron LE-1200,Sparta,1-Core,AMD,AM2,65 nm,2100 MHz,10.5x,1.35 V,128K / 512K / 0K,45W,Aug-07
Sempron LE-1250,Sparta,1-Core,AMD,AM2,65 nm,2200 MHz,11.0x,1.35 V,128K / 512K / 0K,45W,Oct-07
Sempron LE-1300,Sparta,1-Core,AMD,AM2,65 nm,2300 MHz,11.5x,1.35 V,128K / 512K / 0K,45W,Oct-07
Sempron X2 2100,Brisbane,2-Core,AMD,AM2,65 nm,1800 MHz,9.0x,unknown,128K / 256K / 0K,65W,Mar-08
Sempron X2 2100,Brisbane,2-Core,AMD,AM2,65 nm,1800 MHz,9.0x,unknown,128K / 256K / 0K,65W,Mar-08
Sempron X2 2200,Brisbane,2-Core,AMD,AM2,65 nm,2000 MHz,10.0x,unknown,128K / 256K / 0K,65W,Mar-08
Sempron X2 2300,Brisbane,2-Core,AMD,AM2,65 nm,2200 MHz,11.0x,unknown,128K / 256K / 0K,65W,Mar-08
Xeon 2.0,Prestonia,1-Core,Intel,604,130 nm,2000 MHz,15.0x,1.525 V,16K / 512K / 0K,89W,Feb-02
Xeon 2.4,Prestonia,1-Core,Intel,604,130 nm,2394 MHz,18.0x,1.525 V,16K / 512K / 0K,89W,Apr-02
Xeon 2.66,Prestonia,1-Core,Intel,604,130 nm,2660 MHz,20.0x,1.525 V,16K / 512K / 0K,89W,Nov-02
Xeon 2.8,Paxville,2-Core,Intel,604,90 nm,2800 MHz,14.0x,1.412 V,16K / 1024K / 0K,135W,Oct-05
Xeon 2.8,Nocona,1-Core,Intel,604,90 nm,2800 MHz,14.0x,1.4 V,16K / 1024K / 0K,135W,Jun-04
Xeon 2.8,Prestonia,1-Core,Intel,604,130 nm,2790 MHz,21.0x,1.525 V,16K / 512K / 0K,89W,Sep-02
Xeon 3.0,Irwindale,1-Core,Intel,604,90 nm,3000 MHz,15.0x,1.412 V,16K / 2048K / 0K,135W,Feb-05
Xeon 3.0,Nocona,1-Core,Intel,604,90 nm,3000 MHz,15.0x,1.4 V,16K / 1024K / 0K,135W,Jun-04
Xeon 3.06,Gallatin,1-Core,Intel,604,130 nm,3066 MHz,23.0x,1.475 V,8K / 512K / 2048K,97W,Jul-03
Xeon 3.06,Gallatin,1-Core,Intel,604,130 nm,3066 MHz,23.0x,1.475 V,8K / 512K / 1024K,97W,Jul-03
Xeon 3.06,Prestonia,1-Core,Intel,604,130 nm,3066 MHz,23.0x,1.525 V,16K / 512K / 0K,89W,Mar-03
Xeon 3.2,Irwindale,1-Core,Intel,604,90 nm,3200 MHz,16.0x,1.412 V,16K / 2048K / 0K,135W,Feb-05
Xeon 3.2,Nocona,1-Core,Intel,604,90 nm,3200 MHz,16.0x,1.4 V,16K / 1024K / 0K,135W,Jun-04
Xeon 3.20,Gallatin,1-Core,Intel,604,130 nm,3200 MHz,24.0x,1.475 V,8K / 512K / 1024K,97W,Oct-03
Xeon 3.20,Gallatin,1-Core,Intel,604,130 nm,3200 MHz,24.0x,1.475 V,8K / 512K / 2048K,97W,Feb-04
Xeon 3.4,Irwindale,1-Core,Intel,604,90 nm,3400 MHz,17.0x,1.412 V,16K / 2048K / 0K,135W,Feb-05
Xeon 3.4,Nocona,1-Core,Intel,604,90 nm,3400 MHz,17.0x,1.4 V,16K / 1024K / 0K,135W,Jun-04
Xeon 3.6,Irwindale,1-Core,Intel,604,90 nm,3600 MHz,18.0x,1.412 V,16K / 2048K / 0K,135W,Feb-05
Xeon 3.6,Nocona,1-Core,Intel,604,90 nm,3600 MHz,18.0x,1.4 V,16K / 1024K / 0K,135W,Jun-04
Xeon 5030,Dempsey,2-Core,Intel,771,65 nm,2667 MHz,16.0x,1.4 V,0K / 2048K / 0K,95W,May-06
Xeon 5040,Dempsey,2-Core,Intel,771,65 nm,2830 MHz,17.0x,1.4 V,0K / 2048K / 0K,95W,May-06
Xeon 5050,Dempsey,2-Core,Intel,771,65 nm,3000 MHz,18.0x,1.4 V,0K / 2048K / 0K,95W,May-06
Xeon 5060,Dempsey,2-Core,Intel,771,65 nm,3200 MHz,12.0x,1.4 V,0K / 2048K / 0K,130W,May-06
Xeon 5063,Dempsey,2-Core,Intel,771,65 nm,3200 MHz,12.0x,1.35 V,0K / 2048K / 0K,95W,May-06
Xeon 5080,Dempsey,2-Core,Intel,771,65 nm,3730 MHz,14.0x,1.4 V,0K / 2048K / 0K,130W,May-06
Xeon 5110,Woodcrest,2-Core,Intel,771,65 nm,1600 MHz,6.0x,unknown,0K / 4096K / 0K,65W,Jun-06
Xeon 5120,Woodcrest,2-Core,Intel,771,65 nm,1866 MHz,7.0x,unknown,0K / 4096K / 0K,65W,Jun-06
Xeon 5130,Woodcrest,2-Core,Intel,771,65 nm,2000 MHz,6.0x,unknown,0K / 4096K / 0K,65W,Jun-06
Xeon 5140,Woodcrest,2-Core,Intel,771,65 nm,2333 MHz,7.0x,unknown,0K / 4096K / 0K,65W,Jun-06
Xeon 5148,Woodcrest,2-Core,Intel,771,65 nm,2333 MHz,7.0x,unknown,0K / 4096K / 0K,40W,Jun-06
Xeon 5150,Woodcrest,2-Core,Intel,771,65 nm,2666 MHz,8.0x,unknown,0K / 4096K / 0K,65W,Jun-06
Xeon 5160,Woodcrest,2-Core,Intel,771,65 nm,3000 MHz,9.0x,unknown,0K / 4096K / 0K,80W,Jun-06
Xeon 7110M,Tulsa,2-Core,Intel,771,65 nm,2600 MHz,13.0x,1.35 V,0K / 1024K / 4096K,95W,Aug-06
Xeon 7110N,Tulsa,2-Core,Intel,771,65 nm,2500 MHz,15.0x,1.35 V,0K / 1024K / 4096K,95W,Aug-06
Xeon 7120M,Tulsa,2-Core,Intel,771,65 nm,3000 MHz,15.0x,1.35 V,0K / 1024K / 4096K,95W,Aug-06
Xeon 7120N,Tulsa,2-Core,Intel,771,65 nm,3000 MHz,18.0x,1.35 V,0K / 1024K / 4096K,95W,Aug-06
Xeon 7130M,Tulsa,2-Core,Intel,771,65 nm,3200 MHz,16.0x,1.35 V,0K / 1024K / 8192K,150W,Aug-06
Xeon 7130N,Tulsa,2-Core,Intel,771,65 nm,3166 MHz,19.0x,1.35 V,0K / 1024K / 8192K,150W,Aug-06
Xeon 7140M,Tulsa,2-Core,Intel,771,65 nm,3400 MHz,17.0x,1.35 V,0K / 1024K / 16384K,150W,Aug-06
Xeon 7140N,Tulsa,2-Core,Intel,771,65 nm,3333 MHz,20.0x,1.35 V,0K / 1024K / 16384K,150W,Aug-06
Xeon E3-1105C,Gladden,4-Core,Intel,BGA1283,32 nm,1000 MHz,10.0x,unknown,64K / 256K / 6144K,25W,May-12
Xeon E3-1125C,Gladden,4-Core,Intel,BGA1283,32 nm,2000 MHz,20.0x,unknown,64K / 256K / 8192K,40W,May-12
Xeon E3-1220,Sandy Bridge,4-Core,Intel,1155,32 nm,3100 MHz,31.0x,unknown,64K / 256K / 8192K,80W,Apr-11
Xeon E3-1220 v2,Ivy Bridge,4-Core,Intel,1155,22 nm,3100 MHz,31.0x,unknown,64K / 256K / 8192K,69W,May-12
Xeon E3-1220 v3,Haswell-WS,4-Core,Intel,1150,22 nm,3100 MHz,31.0x,unknown,64K / 256K / 8192K,80W,Jun-13
Xeon E3-1220L,Sandy Bridge,2-Core,Intel,1155,32 nm,2200 MHz,22.0x,unknown,64K / 256K / 3072K,20W,Apr-11
Xeon E3-1220L v2,Ivy Bridge,2-Core,Intel,1155,22 nm,2300 MHz,23.0x,unknown,64K / 256K / 8192K,17W,May-12
Xeon E3-1220L v3,Haswell-WS,2-Core,Intel,1150,22 nm,1600 MHz,16.0x,unknown,64K / 256K / 4096K,16W,Jun-13
Xeon E3-1225,Sandy Bridge,4-Core,Intel,1155,32 nm,3100 MHz,31.0x,unknown,64K / 256K / 6144K,95W,Apr-11
Xeon E3-1225 v2,Ivy Bridge,4-Core,Intel,1155,22 nm,3200 MHz,32.0x,unknown,64K / 256K / 8192K,77W,May-12
Xeon E3-1225 v3,Haswell-WS,4-Core,Intel,1150,22 nm,3200 MHz,32.0x,unknown,64K / 256K / 8192K,84W,Jun-13
Xeon E3-1230,Sandy Bridge,4-Core,Intel,1155,32 nm,3200 MHz,32.0x,unknown,64K / 256K / 8192K,80W,Apr-11
Xeon E3-1230 v2,Ivy Bridge,4-Core,Intel,1155,22 nm,3300 MHz,33.0x,unknown,64K / 256K / 8192K,69W,May-12
Xeon E3-1230 v3,Haswell-WS,4-Core,Intel,1150,22 nm,3300 MHz,33.0x,unknown,64K / 256K / 8192K,80W,Jun-13
Xeon E3-1230L v3,Haswell-WS,4-Core,Intel,1150,22 nm,1800 MHz,18.0x,unknown,64K / 256K / 8192K,25W,Jun-13
Xeon E3-1235,Sandy Bridge,4-Core,Intel,1155,32 nm,3200 MHz,32.0x,unknown,64K / 256K / 8192K,95W,Apr-11
Xeon E3-1240,Sandy Bridge,4-Core,Intel,1155,32 nm,3300 MHz,33.0x,unknown,64K / 256K / 8192K,80W,Apr-11
Xeon E3-1240 v2,Ivy Bridge,4-Core,Intel,1155,22 nm,3400 MHz,34.0x,unknown,64K / 256K / 8192K,69W,May-12
Xeon E3-1240 v3,Haswell-WS,4-Core,Intel,1150,22 nm,3400 MHz,34.0x,unknown,64K / 256K / 8192K,80W,Jun-13
Xeon E3-1245,Sandy Bridge,4-Core,Intel,1155,32 nm,3300 MHz,33.0x,unknown,64K / 256K / 8192K,95W,Apr-11
Xeon E3-1245 v2,Ivy Bridge,4-Core,Intel,1155,22 nm,3400 MHz,34.0x,unknown,64K / 256K / 8192K,77W,May-12
Xeon E3-1245 v3,Haswell-WS,4-Core,Intel,1150,22 nm,3400 MHz,34.0x,unknown,64K / 256K / 8192K,84W,Jun-13
Xeon E3-1260L,Sandy Bridge,4-Core,Intel,1155,32 nm,2400 MHz,24.0x,unknown,64K / 256K / 8192K,45W,Apr-11
Xeon E3-1265L v2,Ivy Bridge,4-Core,Intel,1155,22 nm,2500 MHz,25.0x,unknown,64K / 256K / 8192K,45W,May-12
Xeon E3-1265L v3,Haswell-WS,4-Core,Intel,1150,22 nm,2500 MHz,25.0x,unknown,64K / 256K / 8192K,45W,Jun-13
Xeon E3-1270,Sandy Bridge,4-Core,Intel,1155,32 nm,3400 MHz,34.0x,unknown,64K / 256K / 8192K,80W,Apr-11
Xeon E3-1270 v2,Ivy Bridge,4-Core,Intel,1155,22 nm,3500 MHz,35.0x,unknown,64K / 256K / 8192K,69W,May-12
Xeon E3-1270 v3,Haswell-WS,4-Core,Intel,1150,22 nm,3500 MHz,35.0x,unknown,64K / 256K / 8192K,80W,Jun-13
Xeon E3-1275,Sandy Bridge,4-Core,Intel,1155,32 nm,3400 MHz,34.0x,unknown,64K / 256K / 8192K,95W,Apr-11
Xeon E3-1275 v2,Ivy Bridge,4-Core,Intel,1155,22 nm,3500 MHz,35.0x,unknown,64K / 256K / 8192K,77W,May-12
Xeon E3-1275 v3,Haswell-WS,4-Core,Intel,1150,22 nm,3500 MHz,35.0x,unknown,64K / 256K / 8192K,84W,Jun-13
Xeon E3-1280,Sandy Bridge,4-Core,Intel,1155,32 nm,3500 MHz,35.0x,unknown,64K / 256K / 8192K,95W,Apr-11
Xeon E3-1280 v2,Ivy Bridge,4-Core,Intel,1155,22 nm,3600 MHz,36.0x,unknown,64K / 256K / 8192K,69W,May-12
Xeon E3-1280 v3,Haswell-WS,4-Core,Intel,1150,22 nm,3600 MHz,36.0x,unknown,64K / 256K / 8192K,82W,Jun-13
Xeon E3-1280 v5,Skylake-DT,4-Core,Intel,1151,14 nm,3700 MHz,37.0x,unknown,64K / 256K / 8192K,80W,Oct-15
Xeon E3-1285 v3,Haswell-WS,4-Core,Intel,1150,22 nm,3600 MHz,36.0x,unknown,64K / 256K / 8192K,84W,Jun-13
Xeon E3-1285 v4,Broadwell-H,4-Core,Intel,1150,14 nm,3500 MHz,35.0x,unknown,64K / 256K / 6144K,95W,Jun-15
Xeon E3-1285L v3,Haswell-WS,4-Core,Intel,1150,22 nm,3100 MHz,31.0x,unknown,64K / 256K / 8192K,65W,Jun-13
Xeon E3-1290,Sandy Bridge,4-Core,Intel,1155,32 nm,3600 MHz,36.0x,unknown,64K / 256K / 8192K,95W,May-11
Xeon E3-1290 v2,Ivy Bridge,4-Core,Intel,1155,22 nm,3700 MHz,37.0x,unknown,64K / 256K / 8192K,87W,May-12
Xeon E5-1410,Sandy Bridge-EN,4-Core,Intel,1366,32 nm,2800 MHz,28.0x,1.35 V,64K / 256K / 10240K,80W,May-12
Xeon E5-1428L,Sandy Bridge-EN,6-Core,Intel,1366,32 nm,1800 MHz,18.0x,1.35 V,64K / 256K / 15360K,60W,May-12
Xeon E5-1620,Sandy Bridge-E,4-Core,Intel,2011,32 nm,3600 MHz,36.0x,1.35 V,64K / 256K / 10240K,130W,Mar-12
Xeon E5-1620 v2,Ivy Bridge-E,4-Core,Intel,2011,22 nm,3700 MHz,37.0x,unknown,64K / 256K / 10240K,130W,Sep-13
Xeon E5-1650,Sandy Bridge-E,6-Core,Intel,2011,32 nm,3200 MHz,32.0x,1.35 V,64K / 256K / 12288K,130W,Mar-12
Xeon E5-1650 v2,Ivy Bridge-E,6-Core,Intel,2011,22 nm,3500 MHz,35.0x,unknown,64K / 256K / 12288K,130W,Sep-13
Xeon E5-1660,Sandy Bridge-E,6-Core,Intel,2011,32 nm,3300 MHz,33.0x,1.35 V,64K / 256K / 15360K,130W,Mar-12
Xeon E5-1660 v2,Ivy Bridge-E,6-Core,Intel,2011,22 nm,3700 MHz,37.0x,unknown,64K / 256K / 15360K,130W,Sep-13
Xeon E5-2403,Sandy Bridge-EN,4-Core,Intel,1366,32 nm,1800 MHz,18.0x,1.35 V,64K / 256K / 10240K,80W,May-12
Xeon E5-2403 v2,Ivy Bridge-EN,4-Core,Intel,1366,22 nm,1800 MHz,18.0x,unknown,64K / 256K / 10240K,80W,Sep-13
Xeon E5-2407,Sandy Bridge-EN,4-Core,Intel,1366,32 nm,2200 MHz,22.0x,1.35 V,64K / 256K / 10240K,80W,May-12
Xeon E5-2407 v2,Ivy Bridge-EN,4-Core,Intel,1366,22 nm,2400 MHz,24.0x,unknown,64K / 256K / 10240K,80W,Sep-13
Xeon E5-2418L,Sandy Bridge-EN,4-Core,Intel,1366,32 nm,2000 MHz,20.0x,1.35 V,64K / 256K / 10240K,50W,May-12
Xeon E5-2420,Sandy Bridge-EN,6-Core,Intel,1366,32 nm,1900 MHz,19.0x,1.35 V,64K / 256K / 15360K,95W,May-12
Xeon E5-2420 v2,Ivy Bridge-EN,6-Core,Intel,1366,22 nm,2200 MHz,22.0x,unknown,64K / 256K / 15360K,80W,Sep-13
Xeon E5-2428L,Sandy Bridge-EN,6-Core,Intel,1366,32 nm,1800 MHz,18.0x,1.35 V,64K / 256K / 15360K,60W,May-12
Xeon E5-2430,Sandy Bridge-EN,6-Core,Intel,1366,32 nm,2200 MHz,22.0x,1.35 V,64K / 256K / 15360K,95W,May-12
Xeon E5-2430 v2,Ivy Bridge-EN,6-Core,Intel,1366,22 nm,2500 MHz,25.0x,unknown,64K / 256K / 15360K,80W,Sep-13
Xeon E5-2430L,Sandy Bridge-EN,6-Core,Intel,1366,32 nm,2000 MHz,20.0x,1.35 V,64K / 256K / 15360K,60W,May-12
Xeon E5-2440,Sandy Bridge-EN,6-Core,Intel,1366,32 nm,2400 MHz,24.0x,1.35 V,64K / 256K / 15360K,95W,May-12
Xeon E5-2440 v2,Ivy Bridge-EN,8-Core,Intel,1366,22 nm,1900 MHz,19.0x,unknown,64K / 256K / 20480K,95W,Sep-13
Xeon E5-2448L,Sandy Bridge-EN,8-Core,Intel,1366,32 nm,1800 MHz,18.0x,1.35 V,64K / 256K / 20480K,70W,May-12
Xeon E5-2450,Sandy Bridge-EN,8-Core,Intel,1366,32 nm,2100 MHz,21.0x,1.35 V,64K / 256K / 20480K,95W,May-12
Xeon E5-2450 v2,Ivy Bridge-EN,8-Core,Intel,1366,22 nm,2500 MHz,25.0x,unknown,64K / 256K / 20480K,95W,Sep-13
Xeon E5-2450L,Sandy Bridge-EN,8-Core,Intel,1366,32 nm,1800 MHz,18.0x,1.35 V,64K / 256K / 20480K,70W,May-12
Xeon E5-2470,Sandy Bridge-EN,8-Core,Intel,1366,32 nm,2300 MHz,23.0x,1.35 V,64K / 256K / 20480K,95W,May-12
Xeon E5-2470 v2,Ivy Bridge-EN,10-Core,Intel,1366,22 nm,2400 MHz,24.0x,unknown,64K / 256K / 25600K,95W,Sep-13
Xeon E5-2603,Sandy Bridge-EP,4-Core,Intel,2011,32 nm,1800 MHz,18.0x,1.35 V,64K / 256K / 10240K,80W,Mar-12
Xeon E5-2603 v2,Ivy Bridge-EP,4-Core,Intel,2011,22 nm,1800 MHz,18.0x,unknown,64K / 256K / 10240K,80W,Sep-13
Xeon E5-2609,Sandy Bridge-EP,4-Core,Intel,2011,32 nm,2400 MHz,24.0x,1.35 V,64K / 256K / 10240K,80W,Mar-12
Xeon E5-2609 v2,Ivy Bridge-EP,4-Core,Intel,2011,22 nm,2500 MHz,25.0x,unknown,64K / 256K / 10240K,80W,Sep-13
Xeon E5-2620,Sandy Bridge-EP,6-Core,Intel,2011,32 nm,2000 MHz,20.0x,1.35 V,64K / 256K / 15360K,95W,Mar-12
Xeon E5-2620 v2,Ivy Bridge-EP,6-Core,Intel,2011,22 nm,2100 MHz,21.0x,unknown,64K / 256K / 15360K,80W,Sep-13
Xeon E5-2630,Sandy Bridge-EP,6-Core,Intel,2011,32 nm,2300 MHz,23.0x,1.35 V,64K / 256K / 15360K,95W,Mar-12
Xeon E5-2630 v2,Ivy Bridge-EP,6-Core,Intel,2011,22 nm,2600 MHz,26.0x,unknown,64K / 256K / 15360K,80W,Sep-13
Xeon E5-2630L,Sandy Bridge-EP,6-Core,Intel,2011,32 nm,2000 MHz,20.0x,1.35 V,64K / 256K / 15360K,60W,Mar-12
Xeon E5-2630L v2,Ivy Bridge-EP,6-Core,Intel,2011,22 nm,2400 MHz,24.0x,unknown,64K / 256K / 15360K,60W,Sep-13
Xeon E5-2637,Sandy Bridge-EP,2-Core,Intel,2011,32 nm,3000 MHz,30.0x,1.35 V,64K / 256K / 5120K,80W,Mar-12
Xeon E5-2637 v2,Ivy Bridge-EP,4-Core,Intel,2011,22 nm,3500 MHz,35.0x,unknown,64K / 256K / 10240K,130W,Sep-13
Xeon E5-2640,Sandy Bridge-EP,6-Core,Intel,2011,32 nm,2500 MHz,25.0x,1.35 V,64K / 256K / 15360K,95W,Mar-12
Xeon E5-2640 v2,Ivy Bridge-EP,8-Core,Intel,2011,22 nm,2000 MHz,20.0x,unknown,64K / 256K / 20480K,95W,Sep-13
Xeon E5-2643,Sandy Bridge-EP,4-Core,Intel,2011,32 nm,3300 MHz,33.0x,1.35 V,64K / 256K / 10240K,130W,Mar-12
Xeon E5-2643 v2,Ivy Bridge-EP,6-Core,Intel,2011,22 nm,3500 MHz,35.0x,unknown,64K / 256K / 15360K,130W,Sep-13
Xeon E5-2648L,Sandy Bridge-EP,8-Core,Intel,2011,32 nm,1800 MHz,18.0x,1.35 V,64K / 256K / 20480K,70W,Mar-12
Xeon E5-2650,Sandy Bridge-EP,8-Core,Intel,2011,32 nm,2000 MHz,20.0x,1.35 V,64K / 256K / 20480K,95W,Mar-12
Xeon E5-2650 v2,Ivy Bridge-EP,8-Core,Intel,2011,22 nm,2600 MHz,26.0x,unknown,64K / 256K / 20480K,95W,Sep-13
Xeon E5-2650L,Sandy Bridge-EP,8-Core,Intel,2011,32 nm,1800 MHz,18.0x,1.35 V,64K / 256K / 20480K,70W,Mar-12
Xeon E5-2650L v2,Ivy Bridge-EP,10-Core,Intel,2011,22 nm,1700 MHz,17.0x,unknown,64K / 256K / 25600K,70W,Sep-13
Xeon E5-2658,Sandy Bridge-EP,8-Core,Intel,2011,32 nm,2100 MHz,21.0x,1.35 V,64K / 256K / 20480K,95W,Mar-12
Xeon E5-2660,Sandy Bridge-EP,8-Core,Intel,2011,32 nm,2200 MHz,22.0x,1.35 V,64K / 256K / 20480K,95W,Mar-12
Xeon E5-2660 v2,Ivy Bridge-EP,10-Core,Intel,2011,22 nm,2200 MHz,32.0x,unknown,64K / 256K / 25600K,95W,Sep-13
Xeon E5-2665,Sandy Bridge-EP,8-Core,Intel,2011,32 nm,2400 MHz,24.0x,1.35 V,64K / 256K / 20480K,115W,Mar-12
Xeon E5-2667,Sandy Bridge-EP,6-Core,Intel,2011,32 nm,2900 MHz,29.0x,1.35 V,64K / 256K / 15360K,130W,Mar-12
Xeon E5-2667 v2,Ivy Bridge-EP,8-Core,Intel,2011,22 nm,3300 MHz,33.0x,unknown,64K / 256K / 20480K,130W,Sep-13
Xeon E5-2670,Sandy Bridge-EP,8-Core,Intel,2011,32 nm,2600 MHz,26.0x,1.35 V,64K / 256K / 20480K,115W,Mar-12
Xeon E5-2670 v2,Ivy Bridge-EP,10-Core,Intel,2011,22 nm,2500 MHz,25.0x,unknown,64K / 256K / 25600K,115W,Sep-13
Xeon E5-2680,Sandy Bridge-EP,8-Core,Intel,2011,32 nm,2700 MHz,27.0x,1.35 V,64K / 256K / 20480K,130W,Mar-12
Xeon E5-2680 v2,Ivy Bridge-EP,10-Core,Intel,2011,22 nm,2800 MHz,28.0x,unknown,64K / 256K / 25600K,115W,Sep-13
Xeon E5-2687W,Sandy Bridge-EP,8-Core,Intel,2011,32 nm,3100 MHz,31.0x,1.35 V,64K / 256K / 20480K,150W,Mar-12
Xeon E5-2687W v2,Ivy Bridge-EP,8-Core,Intel,2011,22 nm,3400 MHz,34.0x,unknown,64K / 256K / 20480K,130W,Sep-13
Xeon E5-2690,Sandy Bridge-EP,8-Core,Intel,2011,32 nm,2900 MHz,29.0x,1.35 V,64K / 256K / 20480K,135W,Mar-12
Xeon E5-2690 v2,Ivy Bridge-EP,10-Core,Intel,2011,22 nm,3000 MHz,30.0x,unknown,64K / 256K / 25600K,130W,Sep-13
